Status	Slim	Top_type	Top_Level_Organ_system	Num_Mutations_for_organ_system_top	Top_Level_Cell_type	Num_Mutations_for_cell_type_top	Child_Organ_system	Num_Mutations_for_organ_system_child	Child_Cell_type	Num_Mutations_for_cell_type_child	Original_Cancer_Term	Source	Mutations_in_source	Version_DO_Slim	Action
Unmapped			-	-	-	-	-	-	-	-	not_provided,not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	4	V2	New term
Unmapped			-	-	-	-	-	-	-	-	MYH-associated_polyposis|Hereditary_cancer-predisposing_syndrome|not_specified,MYH-associated_polyposis|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	4	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome_I,Lynch_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Bloom_syndrome	ClinVar	4	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Peutz-Jeghers_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	12	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|not_provided,not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Proteus-like_syndrome|PTEN_hamartoma_tumor_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided,Hereditary_cancer-predisposing_syndrome	ClinVar	14	V2	New term
Unmapped			-	-	-	-	-	-	-	-	No_MEN2_disease|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|Lynch_syndrome_I,Lynch_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	FOCAL_CORTICAL_DYSPLASIA_OF_TAYLOR_TYPE_IIB|Tuberous_sclerosis_1|not_provided|Tuberous_sclerosis_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	141	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Multiple_endocrine_neoplasia_type_2a|MEN2_phenotype:_Unknown|not_provided|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			?	4	-	-	-	-	-	-	Osteoporosis_with_pseudoglioma|not_provided	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Li-Fraumeni_syndrome|Hereditary_cancer-predisposing_syndrome|Li-Fraumeni_syndrome_1	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	12	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|not_provided|Hereditary_cancer-predisposing_syndrome|not_specified,Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Microcephaly_normal_intelligence_and_immunodeficiency|not_provided|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	6	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,MYH-associated_polyposis	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Ataxia-telangiectasia-like_disorder|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Li-Fraumeni_syndrome	ClinVar	7	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Fanconi_anemia_complementation_group_O|Hereditary_cancer-predisposing_syndrome	ClinVar	7	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Macrocephaly/autism_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome|Lynch_syndrome_I	ClinVar	5	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Ataxia-telangiectasia_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified,Hereditary_cancer-predisposing_syndrome	ClinVar	13	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|not_specified|not_provided|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Myhre_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Juvenile_polyposis_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Ataxia-telangiectasia_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Tuberous_sclerosis_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Cowden_syndrome_2|not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Peutz-Jeghers_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Fanconi_anemia_complementation_group_J|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,not_provided	ClinVar	8	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Ataxia-telangiectasia_syndrome,Ataxia-telangiectasia_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|not_specified,Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|not_provided|Hereditary_cancer-predisposing_syndrome	ClinVar	13	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|MYH-associated_polyposis,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Congenital_central_hypoventilation|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|not_specified|Microcephaly_normal_intelligence_and_immunodeficiency	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,not_specified	ClinVar	6	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Lynch_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Li-Fraumeni_syndrome_1	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Tuberous_sclerosis_syndrome|Lymphangiomyomatosis|Tuberous_sclerosis_syndrome|Tuberous_sclerosis_and_lymphangiomyomatosis|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|not_specified|Lynch_syndrome	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Li-Fraumeni_syndrome_1	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Hereditary_cancer-predisposing_syndrome,Peutz-Jeghers_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_Paraganglioma-Pheochromocytoma_Syndromes	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Tuberous_sclerosis_syndrome|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	2	V2	New term
Unmapped			-	-	DOID:0060072 / beningn neoplasm	3	-	-	-	-	Hemangioblastoma_sporadic_cerebellar	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Fanconi_anemia_complementation_group_C|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			?	4	-	-	-	-	-	-	Goiter_multinodular_1_with_or_without_sertoli-leydig_cell_tumors	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|Lynch_syndrome_I,Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Li-Fraumeni_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|not_specified|Rhabdomyosarcoma|Li-Fraumeni_syndrome|not_provided	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|not_specified|Ataxia-telangiectasia_syndrome|not_provided	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|not_provided,Pheochromocytoma	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_specified|Von_Hippel-Lindau_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	30	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|not_specified,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided,PTEN_hamartoma_tumor_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Li-Fraumeni-like_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|MYH-associated_polyposis|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome	ClinVar	8882	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome_II|Turcot_syndrome|Lynch_syndrome|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome|not_specified|Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|not_specified|MYH-associated_polyposis|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome_I	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Li-Fraumeni_syndrome_1|Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	373	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Familial_cancer_of_breast|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	5	V2	New term
Unmapped			-	-	-	-	-	-	-	-	not_provided|Lynch_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome	ClinVar	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Familial_cancer_of_breast|Pancreatic_cancer_3	ClinVar	3	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Familial_cancer_of_breast|Pancreatic_cancer_3|Breast_cancer_susceptibility_to	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Colorectal_cancer_susceptibility_to|Multiple_myeloma_translocation_1114_type|VON_HIPPEL-LINDAU_SYNDROME_MODIFIER_OF	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Adrenal_cortical_tumor_somatic|Granulosa_cell_tumor_of_the_ovary|Thecoma_somatic	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Thyroid_cancer_follicular|Spermatocytic_seminoma	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Prostate_cancer/brain_cancer_susceptibility	ClinVar	6	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Exudative_vitreoretinopathy_4_autosomal_dominant|Osteoporosis_with_pseudoglioma	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Cancer_progression_and_tumor_cell_motility	ClinVar	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	Osteoporosis_with_pseudoglioma	ClinVar	14	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,foot,NS,Overgrowth_syndrome,NS,NS,NS	COSMIC	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,pelvis,NS,solitary_fibrous_tumour,dedifferentiated,NS,NS	COSMIC	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,toe,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,forehead,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	1	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,iliotibial_band,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	2	V2	New term
Unmapped			-	-	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,leg,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	1	V2	New term
Unmapped			DOID:3070 / malignant glioma	-	-	-	DOID:3068 / glioblastoma multiforme	-	-	-	central_nervous_system,cingulate_gyrus,glioma,astrocytoma_Grade_IV	COSMIC	-	V1	The same as V1
Unmapped			DOID:3070 / malignant glioma	-	-	-	DOID:3078 / grade III astrocytoma	-	-	-	central_nervous_system,frontoparietal,glioma,astrocytoma_Grade_III	COSMIC	-	V1	The same as V1
Unmapped			DOID:3070 / malignant glioma	-	-	-	DOID:3068 / glioblastoma multiforme	-	-	-	central_nervous_system,basal_ganglia,glioma,astrocytoma_Grade_IV	COSMIC	-	V1	The same as V1
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer	7	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma& DOID:0050892 / pheochromocytoma	2	-	-	Paragangliomas_4|Pheochromocytoma|Hereditary_cancer-predisposing_syndrome,Pheochromocytoma|Cowden_syndrome_2	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer	2	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma	7	-	-	Paragangliomas_4|Hereditary_Paraganglioma-Pheochromocytoma_Syndromes|Pheochromocytoma|Hereditary_Paraganglioma-Pheochromocytoma_Syndromes|not_provided,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer	7	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma	7	-	-	Cowden_syndrome_2|Hereditary_Paraganglioma-Pheochromocytoma_Syndromes|Pheochromocytoma|not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer & DOID:10154 / small intestine cancer	1	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma	7	-	-	Cowden_syndrome_3|Paragangliomas_1|Carcinoid_tumor_of_intestine|Pheochromocytoma|not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer	7	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma 	7	-	-	Paragangliomas_1|Pheochromocytoma|Hereditary_Paraganglioma-Pheochromocytoma_Syndromes|PARAGANGLIOMAS_1_WITH_SENSORINEURAL_HEARING_LOSS|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1192 / peripheral nervous system neoplasm & DOID:3953 / adrenal gland cancer	7	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma 	7	-	-	Paragangliomas_4|Pheochromocytoma|Gastrointestinal_Stromal_Tumors|Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:3953 / adrenal gland cancer & DOID:1192 / peripheral nervous system neoplasm	1	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma & DOID:0050892 / pheochromocytoma	7	-	-	Hereditary_Paraganglioma-Pheochromocytoma_Syndromes|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:1793 / pnacreatic cancer	3	DOID:305 / carcinoma	18272122	-	-	-	-	Familial_cancer_of_breast|Pancreatic_cancer_3|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unresolved		Multiple_organ	DOID:2394 / ovarian cancer & DOID:9256 / colorectal cancer	3	DOID:305 / carcinoma	18272122	-	-	-	-	Lynch_syndrome|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome|Hereditary_cancer-predisposing_syndrome|Ovarian_cancer|Colorectal_cancer	ClinVar	3	V2	New term
Unresolved		Multiple_organ	DOID:1324 / lung cancer & DOID:9256 / colorectal cancer	3	DOID:305 / carcinoma	18272122	-	-	-	-	Rasopathy|Non-small_cell_lung_cancer,Rasopathy,Carcinoma_of_colon|Rasopathy|Cardio-facio-cutaneous_syndrome	ClinVar	3	V2	New term
Unresolved		Multiple_organ	DOID:4159 / skin cancer & DOID:3571 / liver cancer & DOID:10283 / prostate cancer	2	DOID:305 / carcinoma	18272122	DOID:5375 / hair follicle neoplasm	2	-	-	Pilomatrixoma,Hepatoblastoma|Malignant_tumor_of_prostate	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|Hereditary_cancer-predisposing_syndrome	ClinVar	15	V2	New term
Unresolved		Multiple_organ	DOID:363 / uterine cancer & DOID:9256 / colorectal cancer	4	DOID:305 / carcinoma	18272122	-	-	DOID:2871 / endometrial carcinoma	463959	COLON_CANCER_HEREDITARY_NONPOLYPOSIS_TYPE_5_DIGENIC|Lynch_syndrome|not_provided|not_specified|Colorectal_/_endometrial_cancer|Hereditary_cancer-predisposing_syndrome,Lynch_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:5517 / stomach carcinoma	2	DOID:305 / carcinoma	18272122	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|Hereditary_diffuse_gastric_cancer|not_specified|Breast_cancer,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:1793 / pancreatic cancer	13	DOID:305 / carcinoma	18272122	-	-	-	-	Fanconi_anemia_complementation_group_N|Breast_cancer_susceptibility_to|Familial_cancer_of_breast|Pancreatic_cancer_3|not_specified|Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:363 / uterine cancer & DOID:9256 / colorectal cancer	4	DOID:305 / carcinoma	18272122	-	-	DOID:2871 / endometrial carcinoma	463959	MYH-associated_polyposis|Endometrial_carcinoma|not_provided|Hereditary_cancer-predisposing_syndrome|not_specified|Carcinoma_of_colon	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:2394 / ovarian cancer & DOID:3905 / lung carcinoma & DOID:3451 / skin carcinoma	1	DOID:305 / carcinoma	18272122	-	-	-	-	Congenital_lipomatous_overgrowth_vascular_malformations_and_epidermal_nevi|Neoplasm_of_ovary|Non-small_cell_lung_cancer	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome|BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer,Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome|BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer	ClinVar	15	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:1793 / pancreatic cancer	13	DOID:305 / carcinoma	18272122	-	-	-	-	Familial_cancer_of_breast|Pancreatic_cancer_3|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1781/ thyroid cancer & DOID:1324 / lung cancer	3	DOID:305 / carcinoma	18272122	-	-	-	-	Thyroid_cancer_follicular|Epidermal_nevus|Non-small_cell_lung_cancer|Giant_pigmented_hairy_nevus|Neurocutaneous_melanosis|Epidermal_nevus_syndrome	ClinVar	3	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:1793 / pancreatic cancer	13	DOID:305 / carcinoma	18272122	-	-	-	-	Familial_cancer_of_breast|Pancreatic_cancer_3|Hereditary_cancer-predisposing_syndrome	ClinVar	8	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|Familial_cancer_of_breast|Hereditary_cancer-predisposing_syndrome	ClinVar	3	V2	New term
Unresolved		Multiple_organ	DOID:9256 / colorectal cancer & DOID:1781/ thyroid cancer & DOID:1324 / lung cancer	2	DOID:305 / carcinoma	18272122	-	-	-	-	Carcinoma_of_colon|Thyroid_cancer_follicular|Non-small_cell_lung_cancer,not_provided|Noonan_syndrome_7	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:10286 / prostate cancer & DOID:10811 / nasal cavity cancer	2	DOID:305 / carcinoma	18272122	-	-	DOID:9261 / nasopharynx carcinoma	2	Malignant_tumor_of_prostate,Nasopharyngeal_carcinoma	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|Familial_cancer_of_breast|not_specified	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer & DOID:9256 / colorectal cancer	2	DOID:305 / carcinoma	18272122	-	-	-	-	Ovarian_epithelial_cancer|Carcinoma_of_colon,Breast_adenocarcinoma	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:3571 / liver cancer & DOID:184 / bone cancer	2	DOID:305 / carcinoma	18272122	-	-	-	-	Hepatoblastoma|Osteosarcoma|Hereditary_cancer-predisposing_syndrome,Li-Fraumeni_syndrome_1	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer	ClinVar	2	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome|BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|not_provided	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:5517 / stomach carcinoma & DOID:363 / uterine cancer	1	DOID:305 / carcinoma	18272122	-	-	-	-	Endometrial_carcinoma|Hereditary_diffuse_gastric_cancer|not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1324 / lung cancer & DOID:11934 :head and neck cancer	1	DOID:305 / carcinoma	18272122	-	-	-	-	Squamous_cell_carcinoma_of_the_head_and_neck|Non-small_cell_lung_cancer	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:9256 / colorectal cancer	1	DOID:305 / carcinoma	18272122	-	-	-	-	Li-Fraumeni_syndrome_2|Colorectal_cancer_susceptibility_to|Cancer_of_multiple_types_susceptibility_to|Prostate_cancer_susceptibility_to|Hereditary_cancer-predisposing_syndrome|not_specified|Familial_cancer_of_breast	ClinVar	1	V2	New term
Unresolved		Multiple_organ	DOID:1612 / breast cancer & DOID:2394 / ovarian cancer	5701	DOID:305 / carcinoma	18272122	-	-	-	-	BRCA1_and_BRCA2_Hereditary_Breast_and_Ovarian_Cancer|Familial_cancer_of_breast	ClinVar	1	V2	New term
