Status	Slim	Top_type	Top_Level_Organ_system	Num_Mutations_for_organ_system_top	Top_Level_Cell_type	Num_Mutations_for_cell_type_top	Child_Organ_system	Num_Mutations_for_organ_system_child	Child_Cell_type	Num_Mutations_for_cell_type_child	Original_Cancer_Term	Source	Mutations_in_source	Version_DO_Slim	Action
Mapped	DOID:0060073 / lymphatic system cancer	Organ	DOID:0060073 / lymphatic system cancer	7	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,lymph_node,NS,intranodal_palisaded_myofibroblastoma,NS,NS,NS	COSMIC	7	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,tonsil,NS,NS,carcinoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	DOID:0050921 / pharynx squamous cell carcinoma	2337	upper_aerodigestive_tract,pharynx,nasopharynx,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	2	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,nasopharynx,NS,carcinoma,nasopharyngeal_carcinoma,NS,NS	COSMIC	2931	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,hypopharynx,NS,carcinoma,NS,NS,NS	COSMIC	7	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,oropharynx,NS,carcinoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	DOID:0050921 / pharynx squamous cell carcinoma	2337	upper_aerodigestive_tract,pharynx,oropharynx,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1011	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	DOID:0050921 / pharynx squamous cell carcinoma	2337	upper_aerodigestive_tract,pharynx,hypopharynx,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1305	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	DOID:0050920 / tonsil squamous cell carcinoma	55	upper_aerodigestive_tract,tonsil,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	55	V1	The same as V1
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,nasopharynx,NS,carcinoma,poorly_differentiated_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,nasopharynx,NS,carcinoma,NS,NS,NS	COSMIC	25	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	DOID:0050921 / pharynx squamous cell carcinoma	2337	upper_aerodigestive_tract,pharynx,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	19	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,pharynx,NS,NS,carcinoma,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	-	-	DOID:8533 / hypopharynx cancer	0	-	-	hypopharynx	EDRN	0	V1	The same as V1
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	-	-	DOID:8557 / oropharynx cancer	0	-	-	oropharynx	EDRN	0	V1	The same as V1
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	-	-	DOID:0060119 / pharynx cancer	0	DOID:9261 / nasopharynx carcinoma	2	nasopharynx	EDRN	0	V1	The same as V1
Mapped	DOID:0060119 / pharynx cancer	Organ	DOID:0060119 / pharynx cancer	5363	-	-	DOID:0060119 / pharynx cancer	0	-	-	oropharynx	IntOGen	0	V1	The same as V1
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	DOID:305 / carcinoma	18272122	-	-	-	-	small_intestine,duodenum,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	110	V2	New term
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	-	-	-	-	-	-	small_intestine,duodenum,NS,NS,other,inflammatory_fibroid_polyp,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	-	-	-	-	-	-	small_intestine,duodenum,NS,NS,carcinoma,serrated_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	-	-	-	-	-	-	small_intestine,duodenum,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	-	-	-	-	-	-	small_intestine,duodenum,NS,NS,other,heterotopic_gastric_mucosa,NS,NS	COSMIC	24	V2	New term
Mapped	DOID:10021 / duodenum cancer	Organ	DOID:10021 / duodenum cancer	152	-	-	-	-	-	-	small_intestine,duodenum,NS,NS,carcinoid-endocrine_tumour,gastrinoma,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:10153 / ileum cancer	Organ	DOID:10153 / ileum cancer	39	DOID:305 / carcinoma	18272122	-	-	-	-	small_intestine,ileum,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	34	V2	New term
Mapped	DOID:10153 / ileum cancer	Organ	DOID:10153 / ileum cancer	39	-	-	DOID:10153 / ileum cancer	2	-	-	small_intestine,ileum,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS	COSMIC	2	V1	The same as V1
Mapped	DOID:10153 / ileum cancer	Organ	DOID:10153 / ileum cancer	39	-	-	-	-	-	-	small_intestine,ileum,NS,NS,other,dysplasia,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10153 / ileum cancer	Organ	DOID:10153 / ileum cancer	39	-	-	-	-	-	-	small_intestine,ileum,NS,NS,other,inflammatory_fibroid_polyp,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10154 / small intestine cancer	Organ	DOID:10154 / small intestine cancer	302	DOID:305 / carcinoma	18272122	-	-	-	-	small_intestine,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	18	V2	New term
Mapped	DOID:10154 / small intestine cancer	Organ	DOID:10154 / small intestine cancer	302	-	-	DOID:0050925 / small intestine carcinoid neuroendocrine tumor	237	-	-	small_intestine,NS,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS	COSMIC	237	V1	Used to be DOID:10155 / intestinal cancer
Mapped	DOID:10154 / small intestine cancer	Organ	DOID:10154 / small intestine cancer	302	-	-	-	-	-	-	small_intestine,NS,NS,NS,other,inflammatory_fibroid_polyp,NS,NS	COSMIC	45	V2	New term
Mapped	DOID:10154 / small intestine cancer	Organ	DOID:10154 / small intestine cancer	302	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,unusual_sub-type,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Li-Fraumeni_syndrome_1|Malignant_tumor_of_prostate	ClinVar	2	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	DOID:2526 / prostate adenocarcinoma	11097033	prostate,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	33312	V1	The same as V1
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	DOID:10286 / prostate carcinoma	14486	prostate,NS,NS,NS,carcinoma,NS,NS,NS	COSMIC	14486	V1	The same as V1
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	-	-	prostate,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	-	-	PRAD	ICGC-TCGA	138330	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	DOID:305 / carcinoma	18272122	-	-	DOID:2526 / prostate adenocarcinoma	11097033	Prostate adenocarcinoma [PRAD]	TCGA	17347	V1	The same as V1
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_hereditary_13	ClinVar	1	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_hereditary_2	ClinVar	7	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_susceptibility_to	ClinVar	2	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_susceptibility	ClinVar	3	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_somatic	ClinVar	9	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Malignant_tumor_of_prostate	ClinVar	483	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	Prostate_cancer_hereditary_1	ClinVar	2	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	prostate,NS,NS,NS,hyperplasia,NS,NS,NS	COSMIC	9	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	-	-	-	-	prostate,NS,NS,NS,in_situ_neoplasm,glandular_intraepithelial_neoplasia_Grade_III,NS,NS	COSMIC	11	V2	New term
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	DOID:10283 / prostate cancer	81707	-	-	prostate	EDRN	0	V1	The same as V1
Mapped	DOID:10283 / prostate cancer	Organ	DOID:10283 / prostate cancer	285714	-	-	DOID:10283 / prostate cancer	81707	-	-	Early Onset Prostate Cancer [EOPC]	ICGC	81707	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|Hereditary_diffuse_gastric_cancer|Neoplasm_of_stomach	ClinVar	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Hereditary_diffuse_gastric_cancer	ClinVar	25	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	DOID:5517 / stomach carcinoma	20	Hereditary_diffuse_gastric_cancer|Hereditary_cancer-predisposing_syndrome	ClinVar	20	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,fundic_gland_type_adenocarcinoma,NS,NS	COSMIC	9	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,gastric_type_adenocarcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	DOID:3717 / gastric adenocarcinoma	414752	stomach,NS,NS,NS,adenocarcinoma,NS,NS,NS	COSMIC	6702	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,signet_ring_adenocarcinoma,NS,NS	COSMIC	27	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,intestinal_adenocarcinoma,NS,NS	COSMIC	23001	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,NS,NS,NS	COSMIC	478	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,tubular_adenocarcinoma,NS,NS	COSMIC	46	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,mucinous_adenocarcinoma,NS,NS	COSMIC	6	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,mixed_adenosquamous_carcinoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,small_cell_adenocarcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,undifferentiated_adenocarcinoma,NS,NS	COSMIC	22	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,NS,NS	COSMIC	1792	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS	COSMIC	8305	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	DOID:3717 / gastric adenocarcinoma	414752	stomach,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	190305	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	-	-	stomach,NS,NS,NS,carcinoma,papillary_adenocarcinoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	DOID:305 / carcinoma	18272122	-	-	DOID:3717 / gastric adenocarcinoma	414752	Stomach adenocarcinoma [STAD]	TCGA	210898	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	Hereditary_diffuse_gastric_cancer	ClinVar	23	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	soft_tissue,fibrous_tissue_and_uncertain_origin,stomach,NS,GIST_tumourlet(hyalinizing_stromal_tumour;minute_gastric_sclerosing_stromal_tumour;gross_ICC_hyperplasia),NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS	COSMIC	20	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,inflammatory_fibroid_polyp,NS,NS	COSMIC	18	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,hyperplasia,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,dysplasia,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,metaplasia,NS,NS	COSMIC	10	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,dysplasia,high_grade-carcinoma_in_situ,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,neoplasm,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,other,gastritis,NS,NS	COSMIC	10	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	stomach,NS,NS,NS,carcinoma,foveolar_adenocarcinoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	DOID:10534 / stomach cancer	0	-	-	stomach	EDRN	0	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	DOID:3717 / gastric adenocarcinoma	414752	Gastric Cancer [GACA]	ICGC	6847	V1	The same as V1
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	-	-	-	-	STAD	ICGC-TCGA	1049923	V2	New term
Mapped	DOID:10534 / stomach cancer	Organ	DOID:10534 / stomach cancer	1498509	-	-	DOID:10534 / stomach cancer	0	-	-	stomach	IntOGen	0	V1	The same as V1
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	DOID:5515 / nasal cavity squamous cell carcinoma	92	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	65	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,sinus,ethmoid,carcinoma,adenocarcinoma,NS,NS	COSMIC	7	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,adenocarcinoma,intestinal,NS	COSMIC	8	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,sinus,maxillary,carcinoma,spindle_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,adenocarcinoma,non_intestinal,NS	COSMIC	2	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	DOID:5515 / nasal cavity squamous cell carcinoma	92	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,sinus,maxillary,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	27	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,sinus,NS,carcinoma,adenocarcinoma,intestinal,NS	COSMIC	27	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,spindle_cell_carcinoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	24	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	-	-	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,other,chondromesenchymal_hamartoma,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:10811 / nasal cavity cancer	Organ	DOID:10811 / nasal cavity cancer	172	-	-	-	-	-	-	upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,other,nasal_polyp,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Malignant_tumor_of_urinary_bladder,Tuberous_sclerosis_syndrome	ClinVar	2	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|Lymphangiomyomatosis|Tuberous_sclerosis_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Tuberous_sclerosis_syndrome,Malignant_tumor_of_urinary_bladder	ClinVar	7	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	not_provided|Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|Lymphangiomyomatosis|Tuberous_sclerosis_syndrome|not_specified|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Malignant_tumor_of_urinary_bladder|Costello_syndrome|Myopathy_congenital_with_excess_of_muscle_spindles|Epidermal_nevus|Rasopathy,Costello_syndrome|Rasopathy,Costello_syndrome_severe|Nevus_sebaceous|Costello_syndrome|Rasopathy	ClinVar	3	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|Hereditary_cancer-predisposing_syndrome|not_specified	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,NS,NS,NS,carcinoma,transitional_cell_carcinoma,papillary_transitional_cell_carcinoma_non_invasive,NS	COSMIC	12	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,nonpapillary_transitional_cell_carcinoma_in_situ,NS	COSMIC	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,mixed_adenosquamous_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,small_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,undifferentiated_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	DOID:4007 / bladder carcinoma	76757	urinary_tract,bladder,NS,NS,carcinoma,NS,NS,NS	COSMIC	76757	V1	The same as V1
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,ureter,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS	COSMIC	20	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,NS,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS	COSMIC	168	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,papillary_transitional_cell_carcinoma_non_invasive,NS	COSMIC	119	V2	New term
